ChronologicalIndex,DrawID,PreviousDrawID,EligibleTarget,Phase,OutcomeAccess
10647,42409,42408,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10648,42410,42409,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10649,42411,42410,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10650,42413,42411,False,ineligible_nonconsecutive,ALLOWED
10651,42414,42413,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10652,42415,42414,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10653,42416,42415,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10654,42417,42416,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10655,42418,42417,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10656,42419,42418,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10657,42420,42419,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10658,42421,42420,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10659,42422,42421,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10660,42423,42422,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10661,42425,42423,False,ineligible_nonconsecutive,ALLOWED
10662,42426,42425,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10663,42427,42426,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10664,42428,42427,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10665,42429,42428,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10666,42430,42429,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10667,42431,42430,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10668,42432,42431,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10669,42433,42432,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10670,42434,42433,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10671,42435,42434,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10672,42437,42435,False,ineligible_nonconsecutive,ALLOWED
10673,42438,42437,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10674,42439,42438,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10675,42440,42439,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10676,42441,42440,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10677,42442,42441,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10678,42443,42442,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10679,42444,42443,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10680,42445,42444,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10681,42446,42445,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10682,42447,42446,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10683,42449,42447,False,ineligible_nonconsecutive,ALLOWED
10684,42450,42449,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10685,42451,42450,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10686,42452,42451,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10687,42453,42452,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10688,42454,42453,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10689,42455,42454,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10690,42456,42455,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10691,42457,42456,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10692,42458,42457,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10693,42459,42458,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10694,42461,42459,False,ineligible_nonconsecutive,ALLOWED
10695,42462,42461,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10696,42463,42462,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10697,42464,42463,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10698,42465,42464,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10699,42466,42465,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10700,42467,42466,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10701,42468,42467,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10702,42469,42468,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10703,42470,42469,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10704,42471,42470,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10705,42473,42471,False,ineligible_nonconsecutive,ALLOWED
10706,42474,42473,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10707,42475,42474,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10708,42476,42475,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10709,42477,42476,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10710,42478,42477,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10711,42479,42478,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10712,42480,42479,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10713,42481,42480,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10714,42482,42481,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10715,42483,42482,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10716,42485,42483,False,ineligible_nonconsecutive,ALLOWED
10717,42486,42485,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10718,42487,42486,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10719,42488,42487,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10720,42489,42488,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10721,42490,42489,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10722,42491,42490,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10723,42492,42491,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10724,42493,42492,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10725,42494,42493,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10726,42495,42494,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10727,42497,42495,False,ineligible_nonconsecutive,ALLOWED
10728,42498,42497,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10729,42499,42498,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10730,42500,42499,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10731,42501,42500,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10732,42502,42501,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10733,42503,42502,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10734,42504,42503,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10735,42505,42504,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10736,42506,42505,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10737,42507,42506,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10738,42508,42507,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10739,42509,42508,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10740,42510,42509,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10741,42511,42510,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10742,42512,42511,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10743,42513,42512,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10744,42514,42513,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10745,42515,42514,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10746,42516,42515,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10747,42517,42516,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10748,42518,42517,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10749,42519,42518,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10750,42521,42519,False,ineligible_nonconsecutive,ALLOWED
10751,42522,42521,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10752,42523,42522,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10753,42524,42523,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10754,42525,42524,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10755,42526,42525,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10756,42527,42526,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10757,42528,42527,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10758,42529,42528,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10759,42530,42529,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10760,42531,42530,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10761,42533,42531,False,ineligible_nonconsecutive,ALLOWED
10762,42534,42533,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10763,42535,42534,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10764,42536,42535,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10765,42537,42536,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10766,42538,42537,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10767,42539,42538,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10768,42540,42539,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10769,42541,42540,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10770,42542,42541,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10771,42543,42542,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10772,42544,42543,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10773,42545,42544,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10774,42546,42545,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10775,42547,42546,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10776,42548,42547,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10777,42549,42548,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10778,42550,42549,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10779,42551,42550,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10780,42552,42551,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10781,42553,42552,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10782,42554,42553,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10783,42555,42554,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10784,42556,42555,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10785,42557,42556,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10786,42558,42557,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10787,42559,42558,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10788,42560,42559,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10789,42561,42560,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10790,42562,42561,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10791,42563,42562,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10792,42564,42563,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10793,42565,42564,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10794,42566,42565,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10795,42567,42566,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10796,42568,42567,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10797,42570,42568,False,ineligible_nonconsecutive,ALLOWED
10798,42571,42570,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10799,42572,42571,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10800,42573,42572,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10801,42574,42573,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10802,42575,42574,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10803,42576,42575,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10804,42577,42576,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10805,42578,42577,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10806,42579,42578,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10807,42580,42579,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10808,42581,42580,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10809,42582,42581,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10810,42583,42582,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10811,42584,42583,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10812,42585,42584,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10813,42586,42585,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10814,42587,42586,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10815,42588,42587,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10816,42589,42588,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10817,42590,42589,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10818,42591,42590,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10819,42592,42591,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10820,42594,42592,False,ineligible_nonconsecutive,ALLOWED
10821,42595,42594,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10822,42596,42595,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10823,42597,42596,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10824,42598,42597,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10825,42599,42598,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10826,42600,42599,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10827,42601,42600,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10828,42602,42601,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10829,42603,42602,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10830,42604,42603,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10831,42606,42604,False,ineligible_nonconsecutive,ALLOWED
10832,42607,42606,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10833,42608,42607,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10834,42609,42608,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10835,42610,42609,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10836,42611,42610,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10837,42612,42611,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10838,42613,42612,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10839,42614,42613,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10840,42615,42614,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10841,42616,42615,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10842,42618,42616,False,ineligible_nonconsecutive,ALLOWED
10843,42619,42618,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10844,42620,42619,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10845,42621,42620,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10846,42622,42621,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10847,42623,42622,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10848,42624,42623,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10849,42625,42624,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10850,42626,42625,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10851,42627,42626,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10852,42628,42627,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10853,42630,42628,False,ineligible_nonconsecutive,ALLOWED
10854,42631,42630,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10855,42632,42631,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10856,42633,42632,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10857,42634,42633,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10858,42635,42634,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10859,42636,42635,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10860,42637,42636,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10861,42638,42637,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10862,42639,42638,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10863,42640,42639,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10864,42641,42640,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10865,42642,42641,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10866,42643,42642,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10867,42644,42643,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10868,42645,42644,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10869,42646,42645,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10870,42647,42646,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10871,42648,42647,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10872,42649,42648,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10873,42650,42649,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10874,42651,42650,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10875,42652,42651,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10876,42653,42652,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10877,42654,42653,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10878,42655,42654,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10879,42656,42655,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10880,42657,42656,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10881,42658,42657,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10882,42659,42658,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10883,42660,42659,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10884,42661,42660,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10885,42662,42661,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10886,42663,42662,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10887,42664,42663,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10888,42666,42664,False,ineligible_nonconsecutive,ALLOWED
10889,42667,42666,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10890,42668,42667,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10891,42669,42668,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10892,42670,42669,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10893,42671,42670,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10894,42672,42671,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10895,42673,42672,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10896,42674,42673,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10897,42675,42674,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10898,42676,42675,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10899,42678,42676,False,ineligible_nonconsecutive,ALLOWED
10900,42679,42678,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10901,42680,42679,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10902,42681,42680,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10903,42682,42681,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10904,42683,42682,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10905,42684,42683,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10906,42685,42684,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10907,42686,42685,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10908,42687,42686,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10909,42688,42687,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10910,42690,42688,False,ineligible_nonconsecutive,ALLOWED
10911,42691,42690,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10912,42692,42691,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10913,42693,42692,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10914,42694,42693,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10915,42695,42694,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10916,42696,42695,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10917,42697,42696,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10918,42698,42697,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10919,42699,42698,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10920,42700,42699,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10921,42702,42700,False,ineligible_nonconsecutive,ALLOWED
10922,42703,42702,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10923,42704,42703,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10924,42705,42704,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10925,42706,42705,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10926,42707,42706,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10927,42708,42707,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10928,42709,42708,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10929,42710,42709,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10930,42711,42710,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10931,42712,42711,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10932,42713,42712,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10933,42714,42713,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10934,42715,42714,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10935,42716,42715,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10936,42717,42716,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10937,42718,42717,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10938,42719,42718,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10939,42720,42719,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10940,42721,42720,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10941,42722,42721,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10942,42723,42722,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10943,42724,42723,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10944,42726,42724,False,ineligible_nonconsecutive,ALLOWED
10945,42727,42726,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10946,42728,42727,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10947,42729,42728,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10948,42730,42729,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10949,42731,42730,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10950,42732,42731,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10951,42733,42732,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10952,42734,42733,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10953,42735,42734,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10954,42736,42735,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10955,42738,42736,False,ineligible_nonconsecutive,ALLOWED
10956,42739,42738,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10957,42740,42739,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10958,42741,42740,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10959,42742,42741,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10960,42743,42742,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10961,42744,42743,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10962,42745,42744,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10963,42746,42745,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10964,42747,42746,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10965,42748,42747,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10966,42750,42748,False,ineligible_nonconsecutive,ALLOWED
10967,42751,42750,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10968,42752,42751,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10969,42753,42752,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10970,42754,42753,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10971,42755,42754,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10972,42756,42755,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10973,42757,42756,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10974,42758,42757,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10975,42759,42758,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
10976,42760,42759,True,retrospective_locked_candidate,LOCKED_DO_NOT_EVALUATE
